attraction_name,attraction_address,zip_code,attraction_rating,attraction_n_reviews,attraction_url,description,top_review,ID
Shady Lane Antique Mall,"9247 S US Highway 41, Terre Haute, IN 47802-9621",47802,4.5,4,https://www.tripadvisor.com/Attraction_Review-g37574-d14514481-Reviews-Shady_Lane_Antique_Mall-Terre_Haute_Indiana.html,Shady Lane Antique Mall,,922
Griffin Bike Park,"10700 Bono Road, Terre Haute, IN 47802",47802,5,8,https://www.tripadvisor.com/Attraction_Review-g37574-d11791801-Reviews-Griffin_Bike_Park-Terre_Haute_Indiana.html,"Thanks for the review. Glad you enjoy our park. 
",,1516
Wabash Valley Massage,"203 E Voorhees St, Terre Haute, IN 47802-3056",47802,5,6,https://www.tripadvisor.com/Attraction_Review-g37574-d12030206-Reviews-Wabash_Valley_Massage-Terre_Haute_Indiana.html,"Massage - Swedish, Deep Tissue, Reflexology, AromaTouch and Couples",I would highly recommend Wabash Valley Massage! I had my first massage today with Davida and she was excellent! I definitely will go back! Call to make your appointment soon. Please like their Facebook page too!,1945
Merle Norman Day Spa,"3410 S US Highway 41, Terre Haute, IN 47802-3730",47802,5,7,https://www.tripadvisor.com/Attraction_Review-g37574-d8727536-Reviews-Merle_Norman_Day_Spa-Terre_Haute_Indiana.html,"Prestige Day Spa offering 3,000 sq ft of massage, facials, nails and waxing. Enjoy one of our many Spa packages for a day all to yourself or a pampering group experience.",,1957
The Mill Terre Haute,"2403 Prairieton Rd, Terre Haute, IN 47802-1900",47802,4.5,4,https://www.tripadvisor.com/Attraction_Review-g37574-d23571624-Reviews-The_Mill_Terre_Haute-Terre_Haute_Indiana.html,We are the Wabash Valley's premier outdoor music and live entertainment venue. We offer food and alcoholic and non alcoholic beverages.,"It is a very New and changing complex.   It just happened to be the largest crowd since opening and they found out the waiting for Drinks (even just water or Soft drink) was way too long and needs changed.   VIP section had two reserved areas for just that section, but standing in line and crossing in front of the bathroom lines caused a big back up.  They need to turn the drinks and food building to back up to the stage and have dedicated serving lines for alcohol drinks, non-alcoholic drinks and food.   Turn the big screen or add one directly over the concessions stand where you can still see the show that is going on while you are standing in those dedicated lines / food lanes/ drink Lanes…. Soft Drinks lanes.   Need more food venders and dedicate a larger area for a common area for better quicker service for food and drinks.   The event was a great night.  I would definitely go back.   A few growing pains, but a great place close to home.  Watch out for more great events coming soon!!!!",1967
Jeffrey Alans,"3349 S US Highway 41, Terre Haute, IN 47802-3727",47802,5,1,https://www.tripadvisor.com/Attraction_Review-g37574-d24176892-Reviews-Jeffrey_Alans-Terre_Haute_Indiana.html,Jeffrey Alans,,2588
Springhill Bowling Center,"600 E Springhill Dr, Terre Haute, IN 47802-4449",47802,3.5,3,https://www.tripadvisor.com/Attraction_Review-g37574-d13473796-Reviews-Springhill_Bowling_Center-Terre_Haute_Indiana.html,Springhill Bowling Center,"Had my sons birthday party there and normally there are no issues , well today was much different . The party hostess was beyond rude and her exact words to us were “ I’m not saying to rush but yeah I’m pretty much saying rush like now”. I was in shock. For the money we spent and to be rushed the whole time was very unnerving to say the least. We will not be booking future parties w them . The other woman were really nice but the host needs a much needed class on customer service .I’m sure we weren’t the first she’s done this to, nor will we be the last. Sadly one person can hurt a business like tht. SMH",2724
Herbs & Heirlooms,"1709 S 4th St, Terre Haute, IN 47802-1923",47802,3.5,3,https://www.tripadvisor.com/Attraction_Review-g37574-d19179070-Reviews-Herbs_Heirlooms-Terre_Haute_Indiana.html,Herbs & Heirlooms,,2825
Bogey's Family Fun Center,"3601 Union Rd, Terre Haute, IN 47802-7854",47802,3.5,11,https://www.tripadvisor.com/Attraction_Review-g37574-d6949120-Reviews-Bogey_s_Family_Fun_Center-Terre_Haute_Indiana.html,Bogey's Family Fun Center,,2856
Haute City Center,"3401 S US Highway 41, Terre Haute, IN 47802-4154",47802,3,1,https://www.tripadvisor.com/Attraction_Review-g37574-d20359082-Reviews-Haute_City_Center-Terre_Haute_Indiana.html,"Located in Terre Haute, IN, Haute City Center features American Eagle, Gap, Hollister, JCPenney, and Vendors Village. You can also grab a bite to eat at one of the many eateries.",,2959
AMC Showplace 12,"3153 S 3rd Pl, Terre Haute, IN 47802-3785",47802,2,5,https://www.tripadvisor.com/Attraction_Review-g37574-d13406436-Reviews-AMC_Showplace_12-Terre_Haute_Indiana.html,AMC Showplace 12,,3269
Deming Park,"500 S Fruitridge Ave, Terre Haute, IN 47803-1931",47803,4.5,103,https://www.tripadvisor.com/Attraction_Review-g37574-d7598561-Reviews-Deming_Park-Terre_Haute_Indiana.html,"Located on the East side of Terre Haute, Deming Park is the largest park in Terre Haute's municipal parks system. The park's 177 acres is home to the Oakley Playground, the Clark-Landsbaum Arboretum, an 18 hole disc-golf course, a public pool, the Spirit of Terre Haute miniature train, several athletic courts, and two lakes. This is a must see for families and nature lovers.","I always take visitors to Deming Park, a lovely city park on the east side of Terre Haute.  There are not only your usual playgrounds, tennis courts, and baseball fields, but on weekends a small train gives rides (current price $1.25) to young and old.  You will see walkers and runners sharing the one way road with slow moving cars.  Picnic shelters are available for rent, a holly arboretum is located near the entrance, and it is a winter wonderland at Christmas time with holiday lights.  I am lucky to leave within walking distance.",398
Dobbs Memorial Park & Nature Center,"5170 East Poplar Street, Terre Haute, IN 47803-9313",47803,4.5,17,https://www.tripadvisor.com/Attraction_Review-g37574-d8712754-Reviews-Dobbs_Memorial_Park_Nature_Center-Terre_Haute_Indiana.html,Dobbs Memorial Park & Nature Center,,540
LaVern Gibson Championship Course,"599 S.Tabortown Road, Terre Haute, IN 47803-7735",47803,4.5,3,https://www.tripadvisor.com/Attraction_Review-g37574-d12885372-Reviews-LaVern_Gibson_Championship_Course-Terre_Haute_Indiana.html,LaVern Gibson Championship Course,Amazing XC course.  From the staff getting you in for parking to the course itself.  This place is first rate.  The grass was in great conditions for the time of the year and the quickness of the staff to change signs from NCAA to NXR was amazing.  Just an amazing complex and I wish Ohio had something like this.,1160
Memorial Stadium,"3300 Wabash Ave, Terre Haute, IN 47803-1602",47803,4.5,5,https://www.tripadvisor.com/Attraction_Review-g37574-d10627401-Reviews-Memorial_Stadium-Terre_Haute_Indiana.html,Memorial Stadium,"Came to watch a couple of football games.  The stadium is one-sided as opposite side bleacher taken down years ago. Not a bad seat in the stadium.  The underside/underbelly of the stadium is quite old and the floors/tar walkways are diveted, and uneven so be careful walking when getting a snack or drink.  Bathrooms quite clean and lots of necessary supplies.  ",1171
Native American Museum,"5170 E Poplar Dr, Terre Haute, IN 47803-9313",47803,4.5,2,https://www.tripadvisor.com/Attraction_Review-g37574-d8039081-Reviews-Native_American_Museum-Terre_Haute_Indiana.html,Native American Museum,,1388
Hulman Links Golf Course,"990 N Chamberlain St, Terre Haute, IN 47803-9645",47803,4,13,https://www.tripadvisor.com/Attraction_Review-g37574-d537525-Reviews-Hulman_Links_Golf_Course-Terre_Haute_Indiana.html,Hulman Links Golf Course,"I've golfed a lot of courses around the country, and this is one of the toughest public courses I've played.  It was pretty wet that day, but the greens were still fast.  So fast greens and the course is long from the gold tees.  What makes the course challenging is lots of water and lots of sand--danger everywhere.  Course was pretty packed with people for a heat advisory Tuesday afternoon when I played.  If you got aspirations to be good at golf, this is a course you challenge yourself with.",2417
Poplar Pub,"2800 Poplar St Suit 27-29, Terre Haute, IN 47803-2659",47803,5,1,https://www.tripadvisor.com/Attraction_Review-g37574-d23565565-Reviews-Poplar_Pub-Terre_Haute_Indiana.html,Poplar Pub,"The Poplar Pub in Terre Haute Indiana has a fun atmosphere and is a great spot to hang out with friends or watch sports games! The food menu ranges from appetizers to salads to sandwiches to burgers and more. Monday night offers a 10 inch pizza special and it appears that there is sometimes live music or karaoke nights. Don’t be deceived because this spot is located in a shopping strip, the food is spectacular, and the drinks are served quickly. If you are looking for a different spot to check out, hang out or eat at in Terre Haute, Indiana, go visit Poplar Pub.",2649
Wabash Valley Family Sports Center,"599 S Tabortown St, Terre Haute, IN 47803-7735",47803,4.5,3,https://www.tripadvisor.com/Attraction_Review-g37574-d3618804-Reviews-Wabash_Valley_Family_Sports_Center-Terre_Haute_Indiana.html,Wabash Valley Family Sports Center,This is a great site for cross country meets. It's wide and spacious and you can follow the runners rather easily. The entry fee is $5 per person (rather than per vehicle) so be prepared if you're carpooling.,2767
Wabash Valley Railroader's Museum,"1316 Plum St, Terre Haute, IN 47804-4130",47804,4,6,https://www.tripadvisor.com/Attraction_Review-g37574-d8309065-Reviews-Wabash_Valley_Railroader_s_Museum-Terre_Haute_Indiana.html,"Founded as an extension of the Haley Tower Historical & Technical Society, the Wabash Valley Railroaders Museum is an ongoing tribute to the men and women of the railroad industry ... past, present, and future. The WVRM is a place where railroad history comes alive. Visitors are welcomed and encouraged to roll up their sleeves and see what it was like to work on the railroad for themselves. Learn how to line up a train in one of the towers. Sit at the operator's desk and fill out a train order. If you're feeling bold, you can even brush up on your Morse code! At the WVRM, we understand that trying things for yourself is half the fun! Hours Of Operation The WVRM is open on weekends from May through October, 12pm to 4pm Suggested free will admission for ages 5 and up is $3.00 The WVRM depends on the generosity of its members and visitors to continue operations. When you visit, your voluntary donation helps us keep reaching our goals",,1148
Moonlite Drive-in,"5056 N Lafayette St., Terre Haute, IN 47805",47805,5,1,https://www.tripadvisor.com/Attraction_Review-g37574-d26820465-Reviews-Moonlite_Drive_in-Terre_Haute_Indiana.html,Moonlite Drive-in,"Moonlite Drive-in relaunched in the wonderful city of Terre Haute, Indiana in September on 2018. Owned and operated by a local family, they seek to bring the love of the movies and a unique experience. We just went for the 5 year anniversary and got a little history lesson. ",2442
